customer_id,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,Churn,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,Cluster
32,0,1,0.375,1,0,0.0297029702970297,0,0,1,0,1,1,0,0,1
33,0,0,1.0,1,0,0.6633663366336633,0,0,1,1,0,0,1,0,2
34,0,1,0.7083333333333333,1,0,0.5148514851485149,0,1,0,1,0,1,0,0,2
35,0,0,0.8333333333333333,1,0,0.7524752475247525,0,1,0,1,0,1,0,0,2
36,0,0,0.2361111111111111,1,1,0.0099009900990099,0,0,1,0,1,0,0,1,1
37,0,0,1.0,1,0,0.0297029702970297,0,1,0,0,1,1,0,0,3
38,0,0,0.4583333333333333,1,0,0.8514851485148516,1,1,0,0,1,1,0,0,0
39,1,1,0.9166666666666666,1,1,0.8613861386138615,0,1,0,0,1,1,0,0,2
40,0,1,0.9583333333333331,1,1,0.8514851485148516,1,1,0,0,1,1,0,0,2
41,0,0,0.0694444444444444,1,0,0.5148514851485149,1,0,1,1,0,0,1,0,0
42,0,0,0.7916666666666666,1,1,0.8217821782178218,0,1,0,1,0,0,0,1,2
43,1,0,0.1111111111111111,1,0,0.5742574257425743,1,1,0,1,0,0,1,0,0
44,0,0,0.1944444444444444,1,1,0.3267326732673267,0,1,0,1,0,0,0,1,1
45,0,0,0.3472222222222222,1,1,0.7623762376237624,1,0,1,1,0,1,0,0,0
46,0,1,0.7222222222222222,1,1,0.0198019801980198,0,1,0,0,1,1,0,0,3
47,1,0,0.0972222222222222,1,0,0.5742574257425743,1,1,0,1,0,1,0,0,0
48,0,0,0.1805555555555555,1,0,0.613861386138614,1,0,1,0,1,1,0,0,0
49,1,0,0.2083333333333333,1,1,0.7128712871287128,1,1,0,1,0,0,0,1,0
50,0,0,0.3055555555555555,1,1,0.3663366336633664,1,0,1,1,0,0,0,1,1
51,0,0,0.2638888888888889,1,1,0.0198019801980198,0,1,0,0,1,1,0,0,1
52,0,1,0.3194444444444444,0,0,0.1188118811881188,0,0,1,0,1,1,0,0,1
53,0,0,1.0,1,1,0.9504950495049508,0,1,0,1,0,1,0,0,2
54,1,0,1.0,1,1,0.7920792079207921,0,0,1,0,1,1,0,0,2
55,0,1,0.8194444444444444,1,0,0.7821782178217822,0,1,0,1,0,0,1,0,2
56,0,1,0.9722222222222222,1,1,0.5643564356435644,0,1,0,0,1,1,0,0,2
57,0,1,0.9722222222222222,1,1,0.8217821782178218,0,0,1,0,1,0,1,0,2
58,0,1,0.125,1,1,0.8415841584158417,0,0,1,0,1,0,1,0,0
59,0,0,0.0416666666666666,1,1,0.0693069306930693,0,1,0,1,0,0,0,1,1
60,1,0,0.2361111111111111,1,1,0.8316831683168318,0,0,1,0,1,0,0,1,0
61,0,1,0.3888888888888888,1,1,0.5148514851485149,0,1,0,0,1,1,0,0,0
62,0,0,0.1388888888888889,1,1,0.3564356435643565,0,1,0,0,1,1,0,0,1
63,0,1,0.1527777777777777,1,0,0.0297029702970297,0,0,1,1,0,0,0,1,1
64,1,0,1.0,1,0,0.8415841584158417,0,0,1,1,0,0,1,0,2
65,0,0,0.1111111111111111,1,1,0.5148514851485149,1,0,1,0,1,1,0,0,0
66,1,0,0.9583333333333331,1,0,0.0198019801980198,0,0,1,1,0,1,0,0,3
67,0,1,0.5416666666666666,1,1,0.0198019801980198,0,1,0,0,1,0,1,0,3
68,0,1,0.9305555555555556,0,0,0.3267326732673267,0,0,1,1,0,0,0,1,3
69,0,0,0.5416666666666666,1,0,0.0198019801980198,0,0,1,1,0,0,0,1,3
70,0,1,0.75,1,0,0.4752475247524753,0,0,1,0,1,1,0,0,2
71,0,0,0.0138888888888888,1,0,0.5544554455445545,1,1,0,1,0,1,0,0,0
72,0,1,1.0,0,0,0.4158415841584158,0,1,0,1,0,0,1,0,3
73,0,0,0.1388888888888889,1,1,0.801980198019802,1,0,1,0,1,0,0,1,0
74,0,1,0.1805555555555555,1,1,0.7821782178217822,1,0,1,1,0,0,0,1,0
75,0,0,0.4861111111111111,1,0,0.801980198019802,0,1,0,1,0,1,0,0,2
76,0,1,0.1666666666666666,0,1,0.1782178217821782,0,0,1,0,1,0,1,0,1
77,0,0,0.4305555555555555,1,0,0.7227722772277227,0,0,1,1,0,0,1,0,0
78,0,1,0.736111111111111,1,0,0.8910891089108912,0,1,0,1,0,1,0,0,2
79,0,0,0.0138888888888888,1,0,0.0198019801980198,0,0,1,1,0,1,0,0,1
80,0,0,0.4166666666666666,1,1,0.0198019801980198,0,0,1,1,0,0,1,0,1
81,0,0,0.6388888888888888,1,0,0.5643564356435644,0,1,0,0,1,1,0,0,2
82,0,0,0.2638888888888889,1,0,0.7128712871287128,1,1,0,1,0,1,0,0,0
83,0,0,0.3194444444444444,1,0,0.3564356435643565,0,1,0,0,1,1,0,0,1
84,1,0,0.2083333333333333,1,0,0.3663366336633664,1,1,0,0,1,1,0,0,1
85,0,0,0.6666666666666666,1,0,0.0198019801980198,0,0,1,1,0,0,0,1,3
86,0,1,0.3472222222222222,1,1,0.7722772277227723,1,0,1,0,1,1,0,0,0
87,0,0,0.7222222222222222,1,0,0.8613861386138615,1,0,1,1,0,0,1,0,2
88,0,0,0.1666666666666666,1,0,0.6336633663366338,1,0,1,1,0,0,0,1,0
89,0,0,0.6666666666666666,1,0,0.0693069306930693,0,1,0,1,0,0,0,1,3
90,0,0,0.5277777777777778,1,0,0.0198019801980198,0,1,0,1,0,1,0,0,3
91,0,0,0.25,0,0,0.1683168316831683,0,1,0,0,1,1,0,0,1
92,0,0,0.625,1,0,0.3168316831683168,0,1,0,0,1,1,0,0,3
93,0,0,0.1666666666666666,1,1,0.7128712871287128,0,0,1,1,0,0,0,1,0
94,1,0,0.9166666666666666,1,1,0.8316831683168318,0,1,0,0,1,1,0,0,2
95,0,0,1.0,1,1,0.0198019801980198,0,1,0,0,1,0,0,1,3
96,0,0,0.9722222222222222,0,1,0.2673267326732673,0,1,0,0,1,1,0,0,3
97,0,0,0.375,1,1,0.7128712871287128,0,1,0,1,0,0,1,0,0
98,0,0,0.0138888888888888,1,0,0.0198019801980198,0,0,1,1,0,1,0,0,1
99,1,0,0.1805555555555555,1,0,0.7623762376237624,1,0,1,1,0,0,0,1,0
100,0,1,0.9027777777777776,1,0,0.7128712871287128,0,1,0,0,1,1,0,0,2
101,0,1,0.1944444444444444,1,0,0.5148514851485149,0,1,0,1,0,1,0,0,0
102,0,1,0.2361111111111111,1,0,0.6633663366336633,1,1,0,1,0,1,0,0,0
103,0,0,0.4305555555555555,1,1,0.0297029702970297,0,1,0,0,1,0,1,0,1
104,0,1,0.3333333333333333,1,0,0.0594059405940594,0,0,1,1,0,0,1,0,1
105,0,0,0.0416666666666666,1,1,0.0198019801980198,0,1,0,0,1,0,0,1,1
106,0,0,0.2361111111111111,1,0,0.5841584158415842,1,0,1,1,0,1,0,0,0
107,0,0,0.9166666666666666,1,1,0.504950495049505,0,0,1,0,1,0,1,0,2
108,0,0,0.625,1,0,0.3465346534653465,0,0,1,1,0,0,1,0,3
109,0,0,0.4861111111111111,1,1,0.7326732673267327,0,0,1,0,1,0,1,0,0
110,0,1,0.5555555555555556,0,0,0.2178217821782178,0,0,1,1,0,0,0,1,3
111,0,0,0.1388888888888889,1,1,0.6633663366336633,1,1,0,0,1,1,0,0,0
112,0,0,0.7222222222222222,1,0,0.4554455445544554,0,1,0,1,0,0,1,0,3
113,0,0,0.1805555555555555,1,0,0.0099009900990099,0,1,0,0,1,1,0,0,1
114,1,0,0.5972222222222222,1,1,0.7128712871287128,0,1,0,0,1,1,0,0,2
115,0,0,0.5694444444444444,1,0,0.0198019801980198,0,1,0,1,0,0,0,1,3
116,1,0,0.7222222222222222,0,0,0.3168316831683168,0,1,0,0,1,1,0,0,3
117,0,0,0.986111111111111,1,0,0.7425742574257426,0,1,0,1,0,0,0,1,2
118,0,0,0.8472222222222222,1,1,0.8712871287128714,0,0,1,0,1,1,0,0,2
119,0,0,0.3611111111111111,0,0,0.2574257425742574,0,1,0,1,0,0,0,1,1
120,0,1,1.0,1,1,0.4950495049504951,0,0,1,0,1,1,0,0,2
121,0,0,0.5833333333333333,1,1,0.5940594059405941,0,1,0,0,1,0,1,0,2
122,0,1,0.7916666666666666,1,0,0.4653465346534653,0,1,0,1,0,1,0,0,2
123,0,1,0.125,1,1,0.0198019801980198,0,0,1,0,1,1,0,0,1
124,0,0,0.125,1,0,0.5247524752475248,1,1,0,1,0,1,0,0,0
125,0,0,0.4583333333333333,1,0,0.2673267326732673,0,0,1,1,0,1,0,0,3
126,0,0,0.0138888888888888,1,0,0.0099009900990099,0,0,1,0,1,0,0,1,1
127,0,0,0.0972222222222222,1,1,0.603960396039604,1,1,0,0,1,1,0,0,0
128,0,0,0.0138888888888888,1,1,0.5346534653465347,1,0,1,1,0,0,0,1,0
129,0,1,0.9027777777777776,1,0,0.0198019801980198,0,0,1,1,0,1,0,0,3
130,0,0,0.1388888888888889,1,0,0.6732673267326732,1,0,1,1,0,0,1,0,0
131,0,0,0.9722222222222222,1,1,0.7623762376237624,0,0,1,0,1,1,0,0,2
132,0,0,0.4027777777777777,1,0,0.801980198019802,1,1,0,1,0,1,0,0,0
133,0,1,0.2916666666666666,1,0,0.8514851485148516,1,0,1,1,0,0,0,1,0
134,0,0,0.0138888888888888,1,0,0.7227722772277227,1,0,1,1,0,1,0,0,0
135,0,0,0.0694444444444444,1,0,0.0198019801980198,0,0,1,1,0,1,0,0,1
136,0,0,0.7777777777777777,1,1,0.7128712871287128,0,0,1,1,0,0,0,1,2
137,0,1,0.4861111111111111,1,0,0.6633663366336633,1,0,1,0,1,1,0,0,0
138,0,1,0.1388888888888889,1,0,0.0198019801980198,0,0,1,1,0,0,0,1,1
139,0,0,0.4305555555555555,0,0,0.3168316831683168,0,1,0,1,0,0,0,1,1
140,1,0,0.5138888888888888,1,0,0.6732673267326732,1,0,1,0,1,1,0,0,2
141,1,0,0.7916666666666666,1,1,0.7623762376237624,1,0,1,1,0,0,0,1,2
142,0,1,0.4722222222222222,1,1,0.0792079207920792,0,1,0,1,0,1,0,0,3
143,0,0,0.0416666666666666,1,1,0.801980198019802,1,1,0,0,1,0,0,1,0
144,0,0,0.0555555555555555,1,1,0.6435643564356437,0,1,0,0,1,0,1,0,0
145,0,0,0.75,1,1,0.0198019801980198,0,1,0,1,0,0,0,1,3
146,0,1,0.0833333333333333,1,1,0.0198019801980198,0,0,1,0,1,0,0,1,1
147,0,0,0.3055555555555555,1,0,0.4158415841584158,0,0,1,1,0,0,1,0,0
148,0,0,0.3194444444444444,1,0,0.7821782178217822,0,0,1,1,0,1,0,0,0
149,0,0,0.9444444444444444,1,0,0.396039603960396,0,1,0,1,0,0,1,0,3
150,0,1,0.6666666666666666,1,0,0.0198019801980198,0,1,0,1,0,1,0,0,3
151,0,1,0.4722222222222222,1,0,0.0297029702970297,0,0,1,1,0,1,0,0,3
152,0,0,0.5694444444444444,1,1,0.613861386138614,0,1,0,0,1,1,0,0,2
153,0,0,0.125,1,1,0.5742574257425743,0,0,1,0,1,0,1,0,0
154,1,0,0.25,1,0,0.8514851485148516,0,1,0,1,0,0,0,1,0
155,0,0,0.4861111111111111,1,0,0.7722772277227723,0,0,1,1,0,1,0,0,0
156,0,1,0.7638888888888888,1,0,0.603960396039604,0,0,1,0,1,1,0,0,2
157,0,0,0.75,1,1,0.8910891089108912,0,0,1,0,1,1,0,0,2
158,1,0,0.0277777777777777,1,0,0.603960396039604,1,1,0,1,0,0,1,0,0
159,0,0,0.7222222222222222,1,0,0.8712871287128714,0,0,1,1,0,0,0,1,2
160,0,0,1.0,1,1,0.5148514851485149,0,0,1,1,0,0,0,1,2
161,0,0,0.125,1,0,0.5148514851485149,0,0,1,1,0,1,0,0,0
162,0,1,0.0416666666666666,1,1,0.5148514851485149,0,1,0,0,1,1,0,0,0
163,1,0,0.0555555555555555,1,0,0.5643564356435644,0,0,1,0,1,1,0,0,0
164,0,1,0.9583333333333331,1,1,0.5742574257425743,0,0,1,1,0,0,0,1,2
165,0,1,0.9305555555555556,0,0,0.1782178217821782,0,1,0,1,0,0,1,0,3
166,0,0,0.0555555555555555,1,0,0.613861386138614,1,0,1,1,0,0,0,1,0
167,0,0,0.1805555555555555,0,0,0.2772277227722772,1,0,1,0,1,1,0,0,1
168,0,1,0.625,1,1,0.6237623762376239,0,1,0,1,0,0,0,1,2
169,0,0,0.9444444444444444,1,0,0.8217821782178218,0,0,1,1,0,1,0,0,2
170,0,1,0.9583333333333331,1,0,0.5544554455445545,0,1,0,1,0,1,0,0,2
171,0,0,0.9722222222222222,0,0,0.396039603960396,0,1,0,0,1,0,1,0,3
172,0,0,0.0138888888888888,1,1,0.0198019801980198,1,1,0,0,1,1,0,0,1
173,0,1,0.625,1,0,0.0792079207920792,0,1,0,1,0,0,0,1,3
174,0,1,0.5138888888888888,1,0,0.0198019801980198,0,1,0,0,1,0,1,0,3
175,0,1,0.1388888888888889,0,0,0.2178217821782178,0,1,0,1,0,0,1,0,1
176,0,1,0.0138888888888888,1,1,0.7029702970297029,0,1,0,1,0,1,0,0,0
177,0,1,0.4027777777777777,1,1,0.504950495049505,0,0,1,0,1,1,0,0,0
178,1,1,1.0,1,0,0.8514851485148516,0,0,1,0,1,1,0,0,2
179,0,0,0.0277777777777777,1,1,0.5742574257425743,1,1,0,0,1,1,0,0,0
180,0,0,0.3333333333333333,1,0,0.3564356435643565,0,0,1,1,0,0,1,0,1
181,0,0,0.0555555555555555,1,0,0.603960396039604,1,1,0,1,0,1,0,0,0
182,0,0,1.0,1,0,0.0099009900990099,0,0,1,1,0,1,0,0,3
183,0,0,0.1527777777777777,1,1,0.603960396039604,0,1,0,0,1,1,0,0,0
184,0,1,0.611111111111111,1,0,0.0198019801980198,0,1,0,1,0,0,1,0,3
185,0,1,0.861111111111111,1,0,0.0198019801980198,0,0,1,0,1,1,0,0,3
186,0,1,0.9722222222222222,1,0,0.0693069306930693,0,0,1,1,0,1,0,0,3
187,1,0,0.0138888888888888,0,0,0.0693069306930693,1,1,0,1,0,1,0,0,1
188,0,0,0.0555555555555555,1,0,0.8712871287128714,1,1,0,1,0,1,0,0,0
189,1,0,0.0277777777777777,1,0,0.6732673267326732,1,1,0,1,0,0,1,0,0
190,0,0,0.5694444444444444,1,1,0.3762376237623763,0,1,0,1,0,1,0,0,3
191,1,0,0.0138888888888888,1,1,0.0099009900990099,1,1,0,1,0,0,1,0,1
192,1,0,1.0,1,0,0.6534653465346534,0,0,1,0,1,1,0,0,2
193,0,0,0.875,1,0,0.9009900990099012,0,1,0,1,0,0,0,1,2
194,0,0,0.9444444444444444,1,1,0.613861386138614,0,0,1,0,1,0,0,1,2
195,1,0,0.8194444444444444,1,0,0.8118811881188119,0,1,0,1,0,0,0,1,2
196,1,0,0.7222222222222222,0,0,0.3069306930693069,0,0,1,0,1,1,0,0,3
197,1,1,0.3611111111111111,1,1,0.8712871287128714,1,0,1,1,0,0,0,1,0
198,0,0,0.9166666666666666,0,1,0.3861386138613862,0,0,1,0,1,1,0,0,3
199,1,0,0.7777777777777777,1,1,0.7722772277227723,0,1,0,0,1,0,0,1,2
200,0,0,1.0,1,0,0.603960396039604,0,1,0,1,0,1,0,0,2
201,1,0,0.0277777777777777,1,0,0.5148514851485149,0,0,1,0,1,0,1,0,0
202,0,0,0.9444444444444444,1,0,0.9801980198019802,0,0,1,0,1,1,0,0,2
203,0,1,0.8472222222222222,1,1,0.6633663366336633,0,0,1,0,1,0,0,1,2
204,0,0,0.0138888888888888,1,0,0.0198019801980198,0,0,1,0,1,1,0,0,1
205,0,0,0.0277777777777777,1,0,0.0198019801980198,0,0,1,0,1,1,0,0,1
206,0,0,0.0277777777777777,1,0,0.0198019801980198,1,1,0,0,1,0,1,0,1
207,1,1,0.9444444444444444,1,0,0.6633663366336633,0,0,1,1,0,0,0,1,2
208,0,0,0.125,1,0,0.4950495049504951,0,0,1,0,1,1,0,0,0
209,0,0,0.1805555555555555,1,0,0.6435643564356437,1,0,1,0,1,1,0,0,0
210,0,0,0.3055555555555555,1,0,0.0198019801980198,0,1,0,0,1,0,1,0,1
211,0,1,0.9166666666666666,1,0,0.0693069306930693,0,0,1,1,0,1,0,0,3
212,0,1,0.1111111111111111,1,0,0.0198019801980198,0,0,1,1,0,1,0,0,1
213,0,1,0.0277777777777777,1,0,0.5148514851485149,0,0,1,1,0,0,0,1,0
214,0,0,0.0416666666666666,1,0,0.3762376237623763,0,0,1,1,0,0,1,0,1
215,0,0,0.0694444444444444,1,1,0.7326732673267327,1,0,1,0,1,1,0,0,0
216,0,0,0.1805555555555555,1,0,0.0198019801980198,0,0,1,1,0,1,0,0,1
217,0,1,0.736111111111111,1,0,0.4653465346534653,0,0,1,1,0,0,0,1,2
218,0,0,0.0416666666666666,1,0,0.0198019801980198,0,0,1,1,0,0,0,1,1
219,0,0,0.6388888888888888,1,1,0.7623762376237624,0,0,1,1,0,0,0,1,2
220,0,0,0.5416666666666666,0,0,0.2178217821782178,0,1,0,0,1,1,0,0,3
221,0,1,0.4166666666666666,1,0,0.8910891089108912,0,1,0,0,1,1,0,0,0
222,0,0,0.3194444444444444,1,1,0.801980198019802,0,1,0,1,0,0,0,1,0
223,0,1,0.5555555555555556,1,0,0.0198019801980198,0,0,1,1,0,0,1,0,3
224,0,0,0.625,1,0,0.4455445544554455,0,1,0,1,0,1,0,0,3
225,0,0,0.736111111111111,1,0,0.0198019801980198,0,0,1,1,0,0,1,0,3
226,1,0,1.0,1,0,0.9306930693069309,0,1,0,1,0,0,1,0,2
227,0,1,0.3888888888888888,1,0,0.0198019801980198,0,0,1,1,0,0,1,0,1
228,0,0,0.6805555555555555,1,0,0.4851485148514852,0,1,0,1,0,1,0,0,2
229,0,0,0.0138888888888888,1,1,0.5643564356435644,1,0,1,0,1,1,0,0,0
230,0,0,0.2777777777777778,1,1,0.6237623762376239,0,1,0,1,0,0,0,1,0
231,0,1,0.736111111111111,1,1,0.4257425742574257,0,1,0,0,1,0,0,1,3
232,0,0,0.9305555555555556,1,0,0.504950495049505,0,0,1,0,1,1,0,0,2
233,0,0,0.1527777777777777,1,0,0.5544554455445545,1,0,1,0,1,1,0,0,0
234,0,1,0.7222222222222222,1,0,0.6732673267326732,0,1,0,1,0,0,0,1,2
235,0,0,0.0138888888888888,1,1,0.7227722772277227,1,1,0,1,0,1,0,0,0
236,0,0,0.6666666666666666,1,1,0.3762376237623763,0,1,0,1,0,1,0,0,3
237,0,0,0.0972222222222222,1,0,0.5643564356435644,1,1,0,1,0,0,0,1,0
238,0,1,0.0972222222222222,1,1,0.5247524752475248,0,0,1,0,1,1,0,0,0
239,0,1,0.1666666666666666,1,0,0.6534653465346534,0,1,0,0,1,1,0,0,0
240,0,0,0.5555555555555556,1,0,0.0693069306930693,0,0,1,1,0,0,0,1,3
241,0,0,0.7638888888888888,1,1,0.5940594059405941,0,0,1,1,0,0,0,1,2
242,0,0,0.2777777777777778,1,1,0.0198019801980198,0,1,0,0,1,0,0,1,1
243,0,0,0.0138888888888888,0,0,0.1782178217821782,1,0,1,1,0,0,1,0,1
244,0,1,1.0,1,0,0.6534653465346534,0,1,0,0,1,1,0,0,2
245,0,0,0.875,1,0,0.910891089108911,0,0,1,1,0,1,0,0,2
246,0,0,0.9722222222222222,0,0,0.4653465346534653,0,1,0,0,1,1,0,0,2
247,0,0,0.1111111111111111,1,1,0.4554455445544554,0,1,0,1,0,0,1,0,0
248,0,0,0.0138888888888888,1,0,0.2772277227722772,1,1,0,0,1,1,0,0,1
249,0,0,0.2222222222222222,1,0,0.0198019801980198,0,0,1,1,0,1,0,0,1
250,0,1,0.1527777777777777,0,1,0.0693069306930693,0,1,0,0,1,0,1,0,1
251,0,0,0.1527777777777777,1,0,0.5643564356435644,1,0,1,0,1,0,1,0,0
252,0,1,0.5694444444444444,1,0,0.693069306930693,0,1,0,0,1,1,0,0,2
253,0,1,0.1944444444444444,1,0,0.5742574257425743,0,0,1,1,0,1,0,0,0
254,0,0,0.8472222222222222,1,1,0.7029702970297029,0,1,0,1,0,0,1,0,2
255,0,0,0.2777777777777778,1,0,0.7029702970297029,0,1,0,1,0,1,0,0,0
256,0,0,0.6527777777777778,1,0,0.8712871287128714,1,1,0,1,0,0,0,1,2
257,0,1,0.0277777777777777,1,1,0.4158415841584158,0,0,1,0,1,0,0,1,0
258,0,1,0.5694444444444444,1,1,0.4158415841584158,0,0,1,0,1,0,1,0,3
259,0,0,1.0,1,0,0.0693069306930693,0,1,0,1,0,1,0,0,3
260,0,1,1.0,1,0,0.613861386138614,0,1,0,1,0,1,0,0,2
261,0,0,0.6388888888888888,1,0,0.7722772277227723,0,1,0,1,0,1,0,0,2
262,0,0,0.0138888888888888,1,1,0.0198019801980198,1,0,1,0,1,1,0,0,1
263,0,1,0.4027777777777777,0,1,0.2673267326732673,0,0,1,0,1,1,0,0,1
264,0,0,0.5138888888888888,1,0,0.8118811881188119,0,1,0,1,0,0,0,1,2
265,0,0,0.2638888888888889,1,1,0.4356435643564356,0,0,1,0,1,0,1,0,0
266,0,1,0.6805555555555555,1,1,0.5940594059405941,0,1,0,1,0,0,0,1,2
267,0,1,0.1805555555555555,1,1,0.2574257425742574,0,0,1,1,0,0,0,1,1
268,0,0,0.3055555555555555,1,0,0.3168316831683168,0,1,0,0,1,1,0,0,1
269,1,0,0.736111111111111,1,0,0.7821782178217822,0,1,0,1,0,0,0,1,2
270,0,0,0.3333333333333333,1,1,0.3168316831683168,1,0,1,1,0,0,0,1,1
271,0,0,0.5138888888888888,1,0,0.0198019801980198,0,1,0,0,1,1,0,0,3
272,0,1,0.0833333333333333,1,0,0.3663366336633664,1,0,1,1,0,0,0,1,1
273,0,0,0.0972222222222222,1,0,0.613861386138614,1,1,0,1,0,1,0,0,0
274,0,1,0.1666666666666666,1,1,0.0198019801980198,1,1,0,0,1,1,0,0,1
275,0,0,0.986111111111111,1,0,0.0693069306930693,0,1,0,0,1,1,0,0,3
276,0,1,0.3611111111111111,1,1,0.6336633663366338,0,0,1,0,1,1,0,0,0
277,0,0,0.0833333333333333,1,1,0.2772277227722772,0,1,0,0,1,1,0,0,1
278,0,0,0.4444444444444444,1,0,0.693069306930693,0,0,1,1,0,1,0,0,0
279,0,0,0.6527777777777778,1,0,0.4059405940594059,0,1,0,1,0,1,0,0,3
280,0,1,0.4305555555555555,1,0,0.0297029702970297,0,1,0,1,0,1,0,0,1
281,0,1,0.7222222222222222,1,0,0.6534653465346534,0,1,0,1,0,1,0,0,2
282,0,0,0.8333333333333333,0,0,0.4257425742574257,0,1,0,1,0,1,0,0,3
283,0,0,0.6666666666666666,1,1,0.4752475247524753,0,1,0,1,0,1,0,0,2
284,0,0,0.625,1,1,0.0099009900990099,0,0,1,1,0,1,0,0,3
285,0,0,0.5416666666666666,1,0,0.613861386138614,1,1,0,0,1,1,0,0,2
286,1,0,0.0138888888888888,1,1,0.6732673267326732,1,1,0,0,1,0,1,0,0
287,0,0,0.0138888888888888,1,0,0.5148514851485149,1,0,1,1,0,1,0,0,0
288,0,0,0.0833333333333333,1,0,0.603960396039604,1,1,0,0,1,1,0,0,0
289,0,0,0.125,1,0,0.5742574257425743,0,0,1,0,1,1,0,0,0
290,0,1,1.0,1,0,0.9504950495049508,0,0,1,1,0,1,0,0,2
291,1,0,0.986111111111111,0,1,0.3366336633663366,0,0,1,0,1,1,0,0,3
292,0,1,0.986111111111111,1,0,0.0198019801980198,0,0,1,1,0,0,1,0,3
293,0,0,0.8888888888888888,1,0,0.7623762376237624,0,1,0,0,1,0,1,0,2
294,0,1,0.3888888888888888,1,0,0.0198019801980198,0,1,0,0,1,1,0,0,1
295,0,1,0.9722222222222222,1,0,0.9603960396039606,0,1,0,1,0,1,0,0,2
296,1,0,0.5416666666666666,1,0,0.7722772277227723,1,0,1,1,0,1,0,0,2
297,0,1,0.2222222222222222,1,0,0.0198019801980198,0,1,0,0,1,0,0,1,1
298,1,0,0.9166666666666666,1,1,0.9207920792079208,1,0,1,0,1,1,0,0,2
299,1,0,0.2916666666666666,1,1,0.7623762376237624,0,1,0,1,0,1,0,0,0
300,0,0,0.611111111111111,1,0,0.6633663366336633,1,1,0,0,1,1,0,0,2
301,1,0,0.75,1,0,0.801980198019802,0,1,0,1,0,0,1,0,2
302,0,0,0.0555555555555555,1,1,0.3861386138613862,0,0,1,0,1,1,0,0,1
303,1,0,0.8333333333333333,1,0,0.910891089108911,0,1,0,0,1,1,0,0,2
304,0,0,0.3611111111111111,1,0,0.7326732673267327,0,0,1,1,0,0,0,1,0
305,0,1,0.3333333333333333,1,1,0.603960396039604,0,1,0,0,1,1,0,0,0
